KIC TYC ra dec numax sig_numax dnu sig_dnu teff sig_teff logg sig_logg feh sig_feh plx sig_plx btmag sig_btmag vtmag sig_vtmag gmag sig_gmag rmag sig_rmag imag sig_imag zmag sig_zmag jmag sig_jmag hmag sig_hmag kmag sig_kmag clump src
     3101632     3120-664-1   287.21850100    38.27696600    29.791     1.157     3.717     0.035  4559.6    86.0     2.371     0.017     0.202     0.060     0.81643325     0.41303319  13.267   0.314  11.517   0.102  11.852   0.020  10.825   0.020  10.486   0.020  10.291   0.020   9.178   0.019   8.557   0.021   8.401   0.020  1  apo
     3102411     3120-880-1   287.48843100    38.23099100   139.159     0.837    12.219     0.019  4825.4    86.0     3.053     0.005    -0.433     0.060     0.73173892     0.63891685  12.712   0.245  11.668   0.136  12.115   0.020  11.390   0.020  11.107   0.020  10.971   0.020   9.947   0.021   9.446   0.022   9.350   0.017 -1  apo
     3109520    3121-1165-1   289.66423100    38.25275400    58.628     0.777     5.850     0.020  4559.5    86.0     2.665     0.007     0.207     0.060    -0.27072755     0.86323613  13.127   0.268  11.789   0.133  12.408   0.020  11.354   0.020  10.990   0.020  10.778   0.020   9.620   0.021   9.011   0.018   8.893   0.017  0  apo
     3111383    3134-1478-1   290.13972600    38.29247700   235.533     1.352    18.233     0.051  4979.1    86.0     3.288     0.005    -0.411     0.060     3.51088023     0.61998469  12.606   0.192  11.710   0.118  11.906   0.020  11.216   0.020  10.972   0.020  10.856   0.020   9.871   0.019   9.377   0.021   9.313   0.017 -1  apo
     3112152    3134-1490-1   290.34294000    38.28691000  1221.493    42.965    65.130     2.003  6019.0    77.3     4.044     0.016     0.010     0.101     2.05978857     0.30347264  12.308   0.142  11.552   0.095  11.936   0.020  11.604   0.020  11.500   0.020  11.485   0.020  10.766   0.019  10.503   0.022  10.442   0.018  0  spc
     3112889     3134-695-1   290.53807050    38.24214000   871.525    57.588    53.709     1.861  6113.0    77.3     3.901     0.029    -0.210     0.101     2.13774198     0.40816437  11.831   0.077  11.303   0.080  11.419   0.020  11.125   0.020  11.030   0.020  11.007   0.020  10.208   0.021   9.976   0.016   9.925   0.018  0  spc
     3115178    3134-1153-1   291.11701050    38.21392000   428.866     5.852    28.414     0.690  4935.0    77.3     3.546     0.007     0.060     0.101     2.46437667     0.28193493  13.350   0.327  12.013   0.163  12.239   0.020  11.413   0.020  11.164   0.020  11.012   0.020  10.011   0.021   9.495   0.019   9.421   0.018  0  spc
     3115946    3134-2027-1   291.31058500    38.25503200    93.164     1.181     8.103     0.015  4760.2    86.0     2.875     0.007     0.093     0.060     1.44823599     0.31407455  13.069   0.292  12.045   0.176  12.740   0.020  11.847   0.020  11.539   0.020  11.353   0.020  10.286   0.021   9.735   0.019   9.618   0.018  0  apo
     3120889     3134-225-1   292.42094900    38.22910700     2.362     0.032     0.477     0.027  4014.9    86.0     1.242     0.008    -0.144     0.060     2.74928880     0.46703163  13.979   0.493  11.210   0.087  11.659   0.020  10.237   0.020   9.651   0.020   9.299   0.020   7.994   0.021   7.193   0.026   6.995   0.018 -1  apo
     3121940     3135-973-1   292.67127100    38.24326300    28.671     0.622     3.742     0.052  4717.2    86.0     2.362     0.010    -0.210     0.060     0.78202277     0.39056826  13.012   0.289  12.392   0.221  12.824   0.020  11.877   0.020  11.521   0.020  11.305   0.020  10.185   0.022   9.595   0.020   9.483   0.018 -1  apo
     3122185     3135-650-1   292.73110000    38.25105300    94.538     1.512     7.697     0.204  5001.2    86.0     2.892     0.008     0.115     0.060     0.49168894     0.36399660  12.856   0.279  11.669   0.135  11.907   0.020  11.085   0.020  10.816   0.020  10.671   0.020   9.606   0.022   9.151   0.020   9.033   0.018  1  apo
     3123191     3135-241-1   292.96821000    38.21574000  1740.659    58.737    89.446     2.996  6333.0    77.3     4.209     0.015    -0.080     0.101     5.96439250     0.59361634  10.507   0.035   9.959   0.030   9.951   0.020   9.724   0.020   9.648   0.020   9.618   0.020   8.932   0.024   8.685   0.022   8.635   0.018  0  spc
     3216467    3120-1627-1   285.53639000    38.35881400    30.959     1.330     3.850     0.029  4492.1    86.0     2.384     0.019     0.367     0.060     0.49510863     0.30881771  14.363   0.512  11.787   0.142  12.222   0.020  11.097   0.020  10.740   0.020  10.510   0.020   9.367   0.021   8.755   0.020   8.628   0.018 -1  apo
     3217051     3120-736-1   285.77104800    38.33644900    36.404     1.432     4.282     0.041  4643.1    86.0     2.462     0.018     0.225     0.060     0.20611951     0.31689429  13.717   0.396  12.037   0.178  12.308   0.020  11.286   0.020  10.943   0.020  10.721   0.020   9.609   0.021   9.049   0.016   8.900   0.017  1  apo
     3221239    3120-1006-1   287.35173600    38.30005600   124.116     0.685    10.472     0.014  4765.1    86.0     3.000     0.005     0.198     0.060     1.07963145     0.33248523  12.670   0.243  11.563   0.119  12.168   0.020  11.262   0.020  10.959   0.020  10.781   0.020   9.718   0.020   9.184   0.022   9.077   0.018  0  apo
     3222220    3121-1495-1   287.70102500    38.31187400    30.029     0.596     3.718     0.031  4713.4    86.0     2.381     0.009     0.017     0.060     0.89249104     0.28425860  13.048   0.294  11.480   0.105  12.049   0.020  11.098   0.020  10.769   0.020  10.579   0.020   9.492   0.023   8.923   0.023   8.791   0.018  1  apo
     3222670     3121-995-1   287.85764000    38.33229800    35.085     1.262     3.985     0.028  4928.0    86.0     2.459     0.016    -0.308     0.060     0.89841175     0.24723275  11.711   0.079  10.515   0.046  10.986   0.020  10.156   0.020   9.859   0.020   9.689   0.020   8.602   0.023   8.111   0.020   8.007   0.023  1  apo
     3223000    3121-1342-1   287.96271000    38.39552000  2573.222   539.752   110.919     1.633  6282.0    77.3     4.377     0.091    -0.130     0.101     7.16818550     0.25793257  10.041   0.026   9.543   0.022   9.658   0.020   9.330   0.020   9.240   0.020   9.232   0.020   8.455   0.021   8.285   0.036   8.156   0.034  0  spc
     3231503    3134-1604-1   290.46151200    38.34197600    42.842     0.754     4.331     0.020  4769.0    86.0     2.538     0.009     0.118     0.060     1.04327035     0.40558615  12.616   0.192  11.243   0.073  11.566   0.020  10.622   0.020  10.296   0.020  10.101   0.020   8.952   0.022   8.427   0.016   8.287   0.018  1  apo
     3234666     3134-207-1   291.36037400    38.37299000    50.804     0.693     5.079     0.014  4598.2    86.0     2.604     0.007     0.126     0.060     1.31813836     0.37896115  12.654   0.221  11.951   0.167  12.219   0.020  11.225   0.020  10.896   0.020  10.681   0.020   9.517   0.021   8.959   0.020   8.795   0.018 -1  apo
     3234703     3134-136-1   291.36989000    38.35755500    80.600     1.216     6.892     0.066  5057.4    86.0     2.826     0.008     0.009     0.060     0.74115133     0.29787141  11.827   0.084  10.823   0.061  11.194   0.020  10.439   0.020  10.201   0.020  10.065   0.020   9.013   0.020   8.560   0.017   8.449   0.018  1  apo
     3235616     3134-110-1   291.59373900    38.38275900   103.862     1.353     8.347     0.037  5024.2    86.0     2.934     0.007     0.044     0.060     0.99592751     0.27791232  13.009   0.267  11.414   0.095  12.092   0.020  11.307   0.020  11.077   0.020  10.939   0.020   9.912   0.022   9.438   0.016   9.352   0.018  1  apo
     3236379     3134-222-1   291.77665400    38.39194900    60.012     0.678     5.853     0.015  4735.3    86.0     2.683     0.006    -0.029     0.060     1.22052884     0.48095176  13.690   0.385  11.749   0.145  12.068   0.020  11.158   0.020  10.841   0.020  10.647   0.020   9.541   0.027   8.987   0.030   8.829   0.018 -1  apo
     3236382     3134-216-1   291.77685000    38.34383000  1565.974   122.689    75.745     3.638  6752.0    77.3     4.177     0.034    -0.040     0.101     4.69210495     0.27190316  10.291   0.028   9.827   0.026   9.874   0.020   9.699   0.020   9.680   0.020   9.714   0.020   9.002   0.026   8.793   0.063   8.770   0.018  0  spc
     3238859     3134-246-1   292.40022900    38.38070700    51.284     0.883     5.107     0.022  4872.4    86.0     2.621     0.008    -0.030     0.060     0.62474054     0.29651201  12.427   0.191  11.771   0.154  12.263   0.020  11.388   0.020  11.088   0.020  10.939   0.020   9.837   0.021   9.354   0.022   9.212   0.018  1  apo
     3240670     3135-366-1   292.84566500    38.36987700   158.736     1.247    12.143     0.020  4956.3    86.0     3.116     0.005    -0.064     0.060     1.61567390     0.26059148  12.051   0.138  11.122   0.087  11.359   0.020  10.641   0.020  10.390   0.020  10.276   0.020   9.284   0.021   8.835   0.020   8.716   0.017 -1  apo
     3241374     3135-174-1   293.02568900    38.30961200    37.905     0.550     4.214     0.027  4845.9    86.0     2.489     0.007    -0.101     0.060     1.08310699     0.26787081  11.867   0.093  10.717   0.059  11.075   0.020  10.181   0.020   9.885   0.020   9.685   0.020   8.590   0.024   8.018   0.016   7.937   0.017  1  apo
     3241581     3135-712-1   293.08518000    38.34174000  2807.592   383.570   123.412     2.783  5713.0    77.3     4.394     0.059     0.240     0.101     7.36574226     0.26558444  11.123   0.052  10.426   0.042  10.577   0.020  10.096   0.020   9.976   0.020   9.952   0.020   9.101   0.022   8.790   0.017   8.711   0.018  0  spc
     3241947     3135-158-1   293.17986600    38.30145300    59.013     0.778     5.689     0.012  4675.1    86.0     2.673     0.007     0.214     0.060     1.00844097     0.38748106  12.578   0.222  12.106   0.193  12.540   0.020  11.512   0.020  11.167   0.020  10.952   0.020   9.780   0.021   9.211   0.020   9.091   0.018 -1  apo
     3326790    3120-1403-1   286.72066400    38.49651000    26.902     0.861     3.599     0.045  4637.5    86.0     2.330     0.014    -0.180     0.060     1.61486292     0.47778830  12.441   0.185  11.507   0.110  11.887   0.020  10.955   0.020  10.616   0.020  10.428   0.020   9.344   0.022   8.759   0.026   8.655   0.017  1  apo
     3329196    3121-1313-1   287.61391950    38.48134000   435.093     5.008    29.604     0.143  4976.0    77.3     3.554     0.006    -0.250     0.101     3.15653794     0.25623839  11.957   0.110  10.809   0.061  11.070   0.020  10.346   0.020  10.093   0.020   9.962   0.020   8.982   0.026   8.499   0.027   8.478   0.018  0  spc
     3336731     3121-870-1   289.94548800    38.40749000    41.713     0.692     4.457     0.034  4948.0    86.0     2.535     0.008    -0.241     0.060     1.06543481     0.41062528  11.754   0.070  10.651   0.045  10.954   0.020  10.206   0.020   9.922   0.020   9.763   0.020   8.730   0.027   8.244   0.023   8.133   0.024  1  apo
     3337740    3134-1655-1   290.21638600    38.43319300   126.345     1.267    10.508     0.013  4980.5    86.0     3.017     0.006    -0.189     0.060     2.66057277     0.97512138  12.105   0.112  10.930   0.056  11.341   0.020  10.591   0.020  10.329   0.020  10.221   0.020   9.205   0.018   8.735   0.021   8.622   0.017 -1  apo
     3344897     3134-258-1   292.10785050    38.49233000   902.547    49.825    47.016     0.845  6371.0    77.3     3.925     0.024    -0.040     0.101     2.85520354     0.28703049  11.286   0.057  10.834   0.058  10.937   0.020  10.671   0.020  10.588   0.020  10.578   0.020   9.842   0.020   9.625   0.020   9.581   0.018  0  spc
     3347146     3135-656-1   292.69330600    38.49346500     3.829     0.288     0.799     0.017  4250.1    86.0     1.465     0.033    -0.573     0.060     0.02181731     0.59403229  12.391   0.179  10.960   0.065 -99.000   0.020 -99.000   0.020 -99.000   0.020 -99.000   0.020   8.417   0.018   7.725   0.020   7.572   0.020 -1  apo
     3355015     3135-240-1   294.61315700    38.46612900    25.844     0.488     3.366     0.073  4823.6    86.0     2.321     0.009    -0.141     0.060     0.41320381     0.46409771  12.980   0.237  11.974   0.151  12.743   0.020  11.811   0.020  11.494   0.020  11.247   0.020  10.129   0.022   9.566   0.023   9.433   0.022  1  apo
     3424072     3119-785-1   284.99777600    38.58943900   172.898     1.930    13.371     0.015  4928.8    86.0     3.151     0.006    -0.144     0.060     1.63097692     0.42928195  11.642   0.069  10.602   0.045  10.908   0.020  10.194   0.020   9.957   0.020   9.839   0.020   8.838   0.020   8.349   0.018   8.253   0.024 -1  apo
     3424105     3120-225-1   285.00859800    38.54707300    51.755     0.581     5.156     0.014  4572.2    86.0     2.611     0.006     0.178     0.060     0.95564681     0.26259518  13.331   0.344  12.317   0.199  12.462   0.020  11.447   0.020  11.093   0.020  10.885   0.020   9.766   0.021   9.220   0.027   9.010   0.017 -1  apo
     3425476     3120-883-1   285.57903200    38.59848800    39.915     0.645     4.471     0.036  4780.2    86.0     2.508     0.008    -0.032     0.060     0.47292706     0.32691398  12.697   0.225  12.576   0.233  12.486   0.020  11.603   0.020  11.285   0.020  11.118   0.020  10.027   0.020   9.480   0.020   9.378   0.017  1  apo
     3425851     3120-887-1   285.72879000    38.50697300  2038.000    60.000    92.600     1.500  6343.0    85.0     4.278     0.013    -0.040     0.100     3.93887469     0.23905693  11.244   0.058  10.655   0.050 -99.000   0.020 -99.000   0.020 -99.000   0.020 -99.000   0.020   9.678   0.022   9.474   0.022   9.395   0.019  0  spc
     3426898     3120-637-1   286.12344500    38.58457900    64.095     0.710     6.530     0.014  4816.4    86.0     2.715     0.006    -0.350     0.060     0.35315064     0.28040367  12.792   0.245  12.303   0.204  12.751   0.020  11.942   0.020  11.621   0.020  11.447   0.020  10.363   0.020   9.816   0.020   9.692   0.017  0  apo
     3427720     3120-967-1   286.43859000    38.52293000  2726.381    23.367   120.045     0.048  6045.0    77.3     4.394     0.005    -0.060     0.101    10.51406349     0.25756483   9.880   0.025   9.280   0.019   9.396   0.020   9.027   0.020   8.908   0.020   8.889   0.020   8.094   0.020   7.843   0.016   7.826   0.017  0  spc
     3427850    3120-1221-1   286.48266700    38.59108000    27.153     0.482     3.479     0.033  4800.1    86.0     2.342     0.009    -0.257     0.060     1.33485901     0.26023149  10.862   0.048   9.575   0.023   9.955   0.020   9.137   0.020   8.838   0.020   8.680   0.020   7.593   0.018   7.077   0.020   6.973   0.021 -1  apo
     3429205    3120-1007-1   287.00707050    38.52542000   371.041     1.961    24.296     0.081  5063.0    77.3     3.489     0.004    -0.100     0.101     3.36880609     0.29232127  11.585   0.071  10.598   0.049  10.791   0.020  10.088   0.020   9.837   0.020   9.693   0.020   8.716   0.037   8.278   0.021   8.183   0.020  0  spc
     3429738     3120-989-1   287.19513600    38.59788500    55.779     0.623     5.881     0.017  4636.2    86.0     2.647     0.006    -0.233     0.060     1.82095182     0.23710150  11.768   0.088  10.384   0.042  10.823   0.020   9.990   0.020   9.666   0.020   9.494   0.020   8.381   0.023   7.861   0.023   7.730   0.021  0  apo
     3430893     3121-651-1   287.62141950    38.53839000  1700.054    84.952    80.813     3.919  6165.0    77.3     4.193     0.022     0.070     0.101     3.38985144     0.24551137  11.384   0.065  10.823   0.061  11.063   0.020  10.729   0.020  10.622   0.020  10.606   0.020   9.836   0.021   9.579   0.022   9.519   0.017  0  spc
     3431022    3121-1734-1   287.66818900    38.55793800    34.206     1.049     4.156     0.035  4907.2    86.0     2.447     0.014    -0.400     0.060     0.36498284     0.25979334  12.853   0.267  11.564   0.121  12.428   0.020  11.597   0.020  11.272   0.020  11.087   0.020   9.996   0.021   9.469   0.024   9.349   0.017  1  apo
     3437637     3121-846-1   289.76023950    38.57527000   834.621    40.718    48.084     1.266  5448.0    76.7     3.857     0.021    -0.180     0.101     2.81095773     0.38080249  12.446   0.167  11.511   0.092  11.868   0.020  11.329   0.020  11.129   0.020  11.061   0.020  10.140   0.027   9.772   0.033   9.682   0.018  0  spc
     3438633    3134-1195-1   290.02831950    38.59802000   964.992    34.514    55.725     2.197  6202.0    77.3     3.948     0.016    -0.170     0.101     1.96345689     0.47127095  11.775   0.069  11.318   0.079  11.424   0.020  11.112   0.020  11.014   0.020  10.996   0.020  10.184   0.019   9.943   0.016   9.922   0.017  0  spc
